i_gen,i_individual,accuracy,sparsity,random_value
0,0,0.15000000596046448,50.0,0
0,1,0.2750000059604645,50.0,0
0,2,0.28333333134651184,50.0,0
0,3,0.34166666865348816,50.0,0
0,4,0.3499999940395355,50.0,0
0,5,0.3499999940395355,50.0,0
0,6,0.3499999940395355,50.0,0
0,7,0.3499999940395355,50.0,0
0,8,0.3583333194255829,50.0,0
0,9,0.3583333194255829,50.0,0
0,10,0.3583333194255829,50.0,0
0,11,0.3583333194255829,50.0,0
0,12,0.3583333194255829,50.0,0
0,13,0.3583333194255829,50.0,0
0,14,0.36666667461395264,50.0,0
0,15,0.38333332538604736,50.0,0
0,16,0.40833333134651184,50.0,0
0,17,0.4166666567325592,50.0,0
0,18,0.4583333432674408,50.0,0
0,19,0.5,100.0,0
0,20,0.5333333611488342,50.0,0
0,21,0.6000000238418579,50.0,0
0,22,0.6000000238418579,50.0,0
1,0,0.05000000074505806,44.642857142857146,0
1,1,0.11666666716337204,48.214285714285715,0
1,2,0.14166666567325592,50.0,0
1,3,0.1666666716337204,49.404761904761905,0
1,4,0.23333333432674408,100.0,0
1,5,0.24166665971279144,52.38095238095239,0
1,6,0.30000001192092896,51.19047619047619,0
1,7,0.30000001192092896,50.0,0
1,8,0.30000001192092896,45.23809523809524,0
1,9,0.30000001192092896,44.047619047619044,0
1,10,0.30000001192092896,51.19047619047619,0
1,11,0.3583333194255829,51.78571428571429,0
1,12,0.375,51.19047619047619,0
1,13,0.38333332538604736,50.0,0
1,14,0.4000000059604645,50.0,0
1,15,0.40833333134651184,50.0,0
1,16,0.40833333134651184,45.83333333333333,0
1,17,0.4166666567325592,50.0,0
1,18,0.4583333432674408,50.0,0
1,19,0.4749999940395355,72.02380952380952,0
1,20,0.5,100.0,0
1,21,0.5333333611488342,50.0,0
1,22,0.5333333611488342,77.97619047619048,0
1,23,0.6000000238418579,50.0,0
1,24,0.6000000238418579,50.0,0
2,0,0.15000000596046448,76.78571428571429,0
2,1,0.15833333134651184,60.71428571428571,0
2,2,0.18333333730697632,50.0,0
2,3,0.23333333432674408,51.19047619047619,0
2,4,0.25,100.0,0
2,5,0.2916666567325592,51.19047619047619,0
2,6,0.30000001192092896,47.61904761904761,0
2,7,0.30000001192092896,50.0,0
2,8,0.32499998807907104,77.97619047619048,0
2,9,0.3333333432674408,73.21428571428571,0
2,10,0.3333333432674408,50.0,0
2,11,0.3583333194255829,50.0,0
2,12,0.3583333194255829,50.0,0
2,13,0.3583333194255829,55.952380952380956,0
2,14,0.4000000059604645,61.30952380952381,0
2,15,0.4166666567325592,50.0,0
2,16,0.4166666567325592,72.61904761904762,0
2,17,0.4583333432674408,50.0,0
2,18,0.4749999940395355,72.02380952380952,0
2,19,0.5,100.0,0
2,20,0.5333333611488342,50.0,0
2,21,0.5333333611488342,77.97619047619048,0
2,22,0.5416666865348816,50.0,0
2,23,0.6000000238418579,50.0,0
2,24,0.6000000238418579,50.0,0
3,0,0.0416666679084301,75.59523809523809,0
3,1,0.0833333358168602,73.21428571428571,0
3,2,0.13333334028720856,48.80952380952381,0
3,3,0.15833333134651184,50.0,0
3,4,0.1666666716337204,48.80952380952381,0
3,5,0.1666666716337204,72.61904761904762,0
3,6,0.25,54.761904761904766,0
3,7,0.30000001192092896,77.38095238095238,0
3,8,0.30000001192092896,48.80952380952381,0
3,9,0.3083333373069763,100.0,0
