i_gen,i_individual,accuracy,sparsity,random_value
0,0,0.008333333767950535,50.0,0
0,1,0.05833333358168602,50.0,0
0,2,0.06666667014360428,100.0,0
0,3,0.2083333283662796,50.0,0
0,4,0.21666666865348816,50.0,0
0,5,0.25833332538604736,50.0,0
0,6,0.2916666567325592,50.0,0
0,7,0.2916666567325592,50.0,0
0,8,0.2916666567325592,50.0,0
0,9,0.2916666567325592,50.0,0
0,10,0.2916666567325592,50.0,0
0,11,0.2916666567325592,50.0,0
0,12,0.3333333432674408,50.0,0
0,13,0.3333333432674408,50.0,0
0,14,0.3333333432674408,50.0,0
0,15,0.3333333432674408,50.0,0
0,16,0.3333333432674408,50.0,0
0,17,0.3333333432674408,50.0,0
0,18,0.34166666865348816,50.0,0
0,19,0.36666667461395264,50.0,0
0,20,0.375,50.0,0
0,21,0.3916666805744171,50.0,0
0,22,0.675000011920929,50.0,0
1,0,0.0416666679084301,100.0,0
1,1,0.30000001192092896,49.03846153846153,0
1,2,0.3083333373069763,50.24038461538461,0
1,3,0.3333333432674408,50.0,0
1,4,0.3333333432674408,50.0,0
1,5,0.3333333432674408,50.0,0
1,6,0.3333333432674408,50.24038461538461,0
1,7,0.3333333432674408,49.919871794871796,0
1,8,0.3333333432674408,50.24038461538461,0
1,9,0.3333333432674408,50.72115384615385,0
1,10,0.3333333432674408,48.4775641025641,0
1,11,0.3333333432674408,49.67948717948718,0
1,12,0.3333333432674408,50.0,0
1,13,0.34166666865348816,50.0,0
1,14,0.3499999940395355,50.480769230769226,0
1,15,0.36666667461395264,50.0,0
1,16,0.36666667461395264,49.519230769230774,0
1,17,0.375,50.0,0
1,18,0.375,51.52243589743589,0
1,19,0.38333332538604736,49.519230769230774,0
1,20,0.3916666805744171,50.0,0
1,21,0.4166666567325592,51.682692307692314,0
1,22,0.6000000238418579,52.32371794871795,0
1,23,0.6416666507720947,50.56089743589743,0
1,24,0.675000011920929,50.0,0
2,0,0.13333334028720856,49.59935897435898,0
2,1,0.25833332538604736,48.95833333333333,0
2,2,0.2666666805744171,100.0,0
2,3,0.28333333134651184,51.20192307692307,0
2,4,0.28333333134651184,52.083333333333336,0
2,5,0.2916666567325592,49.19871794871795,0
2,6,0.2916666567325592,51.20192307692307,0
2,7,0.2916666567325592,50.881410256410255,0
2,8,0.3333333432674408,49.358974358974365,0
2,9,0.3333333432674408,49.19871794871795,0
2,10,0.3333333432674408,51.20192307692307,0
2,11,0.36666667461395264,50.96153846153846,0
2,12,0.375,50.0,0
2,13,0.375,51.52243589743589,0
2,14,0.375,50.72115384615385,0
2,15,0.375,49.358974358974365,0
2,16,0.375,50.0,0
2,17,0.38333332538604736,49.519230769230774,0
2,18,0.3916666805744171,50.0,0
2,19,0.4166666567325592,51.682692307692314,0
2,20,0.4749999940395355,50.0,0
2,21,0.5916666388511658,50.32051282051282,0
2,22,0.6000000238418579,52.32371794871795,0
2,23,0.6416666507720947,50.56089743589743,0
2,24,0.675000011920929,50.0,0
3,0,0.18333333730697632,100.0,0
3,1,0.20000000298023224,51.36217948717948,0
3,2,0.25,49.358974358974365,0
3,3,0.2916666567325592,51.36217948717948,0
3,4,0.2916666567325592,49.27884615384615,0
3,5,0.3333333432674408,49.83974358974359,0
3,6,0.3333333432674408,50.32051282051282,0
3,7,0.3333333432674408,50.24038461538461,0
3,8,0.3333333432674408,50.080128205128204,0
3,9,0.375,51.442307692307686,0
