i_gen,i_individual,accuracy,sparsity,random_value
0,0,0.25961539149284363,50.0,0
0,1,0.26923078298568726,50.0,0
0,2,0.29807692766189575,50.0,0
0,3,0.4326923191547394,50.0,0
0,4,0.48076921701431274,50.0,0
0,5,0.48076921701431274,50.0,0
0,6,0.48076921701431274,50.0,0
0,7,0.48076921701431274,50.0,0
0,8,0.48076921701431274,50.0,0
0,9,0.48076921701431274,50.0,0
0,10,0.48076921701431274,50.0,0
0,11,0.48076921701431274,50.0,0
0,12,0.5,50.0,0
0,13,0.5096153616905212,100.0,0
0,14,0.5096153616905212,50.0,0
0,15,0.5192307829856873,50.0,0
0,16,0.5192307829856873,50.0,0
0,17,0.5288461446762085,50.0,0
0,18,0.5288461446762085,50.0,0
0,19,0.557692289352417,50.0,0
0,20,0.5961538553237915,50.0,0
0,21,0.6538461446762085,50.0,0
0,22,0.7115384340286255,50.0,0
1,0,0.18269230425357819,100.0,0
1,1,0.26923078298568726,51.388888888888886,0
1,2,0.35576921701431274,50.27777777777778,0
1,3,0.375,51.388888888888886,0
1,4,0.39423078298568726,47.77777777777778,0
1,5,0.4711538553237915,75.83333333333333,0
1,6,0.4711538553237915,50.0,0
1,7,0.48076921701431274,46.94444444444444,0
1,8,0.48076921701431274,53.05555555555556,0
1,9,0.49038460850715637,52.22222222222223,0
1,10,0.49038460850715637,58.333333333333336,0
1,11,0.49038460850715637,48.05555555555556,0
1,12,0.5096153616905212,100.0,0
1,13,0.5192307829856873,50.0,0
1,14,0.5192307829856873,51.11111111111111,0
1,15,0.5192307829856873,75.27777777777777,0
1,16,0.5288461446762085,50.0,0
1,17,0.5288461446762085,50.0,0
1,18,0.5288461446762085,65.27777777777779,0
1,19,0.557692289352417,50.0,0
1,20,0.567307710647583,49.44444444444444,0
1,21,0.5865384340286255,65.27777777777779,0
1,22,0.5961538553237915,50.0,0
1,23,0.6538461446762085,50.0,0
1,24,0.7115384340286255,50.0,0
2,0,0.048076923936605453,49.166666666666664,0
2,1,0.3461538553237915,45.83333333333333,0
2,2,0.4134615361690521,50.0,0
2,3,0.4423076808452606,58.05555555555556,0
2,4,0.45192307233810425,58.05555555555556,0
2,5,0.4615384638309479,48.61111111111111,0
2,6,0.4711538553237915,48.333333333333336,0
2,7,0.48076921701431274,49.166666666666664,0
2,8,0.48076921701431274,48.05555555555556,0
2,9,0.49038460850715637,50.83333333333333,0
2,10,0.5096153616905212,50.0,0
2,11,0.5192307829856873,52.22222222222223,0
2,12,0.5192307829856873,51.11111111111111,0
2,13,0.5288461446762085,50.0,0
2,14,0.5288461446762085,50.0,0
2,15,0.5288461446762085,50.83333333333333,0
2,16,0.557692289352417,50.0,0
2,17,0.567307710647583,49.44444444444444,0
2,18,0.5769230723381042,100.0,0
2,19,0.5865384340286255,65.27777777777779,0
2,20,0.5961538553237915,50.0,0
2,21,0.5961538553237915,48.61111111111111,0
2,22,0.6153846383094788,45.27777777777778,0
2,23,0.6538461446762085,50.0,0
2,24,0.7115384340286255,50.0,0
3,0,0.20192307233810425,55.833333333333336,0
3,1,0.4134615361690521,100.0,0
3,2,0.48076921701431274,65.27777777777779,0
3,3,0.49038460850715637,50.83333333333333,0
3,4,0.49038460850715637,47.77777777777778,0
3,5,0.49038460850715637,50.83333333333333,0
3,6,0.5,55.00000000000001,0
3,7,0.5192307829856873,48.61111111111111,0
3,8,0.5192307829856873,49.72222222222222,0
3,9,0.5288461446762085,73.88888888888889,0
3,10,0.5480769276618958,55.00000000000001,0
3,11,0.557692289352417,49.44444444444444,0
3,12,0.557692289352417,50.83333333333333,0
3,13,0.567307710647583,49.44444444444444,0
3,14,0.5769230723381042,100.0,0
3,15,0.5865384340286255,65.27777777777779,0
3,16,0.5961538553237915,50.0,0
3,17,0.5961538553237915,48.61111111111111,0
3,18,0.6153846383094788,45.27777777777778,0
3,19,0.6538461446762085,50.0,0
3,20,0.6538461446762085,56.94444444444444,0
3,21,0.6730769276618958,50.0,0
3,22,0.7115384340286255,50.0,0
3,23,0.7788461446762085,73.88888888888889,0
3,24,0.807692289352417,49.166666666666664,0
4,0,0.21153846383094788,49.72222222222222,0
4,1,0.39423078298568726,57.49999999999999,0
4,2,0.4038461446762085,50.0,0
4,3,0.4326923191547394,46.111111111111114,0
4,4,0.48076921701431274,46.111111111111114,0
4,5,0.48076921701431274,45.83333333333333,0
4,6,0.49038460850715637,51.388888888888886,0
4,7,0.5,50.0,0
4,8,0.5,100.0,0
4,9,0.5096153616905212,48.05555555555556,0
4,10,0.5096153616905212,47.22222222222222,0
4,11,0.5192307829856873,49.72222222222222,0
4,12,0.5192307829856873,50.0,0
4,13,0.5288461446762085,49.44444444444444,0
4,14,0.5961538553237915,50.0,0
4,15,0.5961538553237915,48.61111111111111,0
4,16,0.6153846383094788,45.27777777777778,0
4,17,0.6538461446762085,50.0,0
4,18,0.6538461446762085,56.94444444444444,0
4,19,0.692307710647583,49.72222222222222,0
4,20,0.7115384340286255,50.0,0
4,21,0.7692307829856873,49.72222222222222,0
4,22,0.7788461446762085,73.88888888888889,0
4,23,0.807692289352417,49.166666666666664,0
4,24,0.817307710647583,49.72222222222222,0
5,0,0.14423076808452606,50.0,0
5,1,0.35576921701431274,58.333333333333336,0
5,2,0.38461539149284363,47.5,0
5,3,0.4134615361690521,53.333333333333336,0
5,4,0.4134615361690521,50.0,0
5,5,0.4711538553237915,53.888888888888886,0
5,6,0.4711538553237915,55.00000000000001,0
5,7,0.48076921701431274,55.833333333333336,0
5,8,0.5192307829856873,73.33333333333333,0
5,9,0.5192307829856873,74.16666666666667,0
5,10,0.5192307829856873,51.388888888888886,0
5,11,0.5192307829856873,100.0,0
5,12,0.5288461446762085,73.33333333333333,0
5,13,0.5384615659713745,77.5,0
5,14,0.5769230723381042,73.88888888888889,0
5,15,0.5769230723381042,45.27777777777778,0
5,16,0.6153846383094788,45.27777777777778,0
5,17,0.6538461446762085,50.0,0
5,18,0.6538461446762085,56.94444444444444,0
5,19,0.6730769276618958,53.61111111111111,0
5,20,0.692307710647583,49.72222222222222,0
5,21,0.7115384340286255,50.0,0
5,22,0.7692307829856873,49.72222222222222,0
5,23,0.7788461446762085,73.88888888888889,0
5,24,0.807692289352417,49.166666666666664,0
6,0,0.3076923191547394,55.00000000000001,0
6,1,0.3365384638309479,53.61111111111111,0
6,2,0.36538460850715637,59.166666666666664,0
6,3,0.375,46.94444444444444,0
6,4,0.4134615361690521,49.72222222222222,0
6,5,0.4711538553237915,53.333333333333336,0
6,6,0.48076921701431274,100.0,0
6,7,0.5096153616905212,49.72222222222222,0
6,8,0.5192307829856873,49.72222222222222,0
6,9,0.5288461446762085,56.388888888888886,0
6,10,0.5288461446762085,54.44444444444444,0
6,11,0.5384615659713745,50.0,0
6,12,0.5961538553237915,52.22222222222223,0
6,13,0.5961538553237915,50.0,0
6,14,0.6153846383094788,50.0,0
6,15,0.6153846383094788,50.83333333333333,0
6,16,0.6538461446762085,50.0,0
6,17,0.6538461446762085,56.94444444444444,0
6,18,0.6634615659713745,49.72222222222222,0
6,19,0.6730769276618958,53.61111111111111,0
6,20,0.692307710647583,49.72222222222222,0
6,21,0.7115384340286255,50.0,0
6,22,0.7692307829856873,49.72222222222222,0
6,23,0.7788461446762085,73.88888888888889,0
6,24,0.807692289352417,49.166666666666664,0
7,0,0.39423078298568726,50.83333333333333,0
7,1,0.42307692766189575,46.94444444444444,0
7,2,0.4326923191547394,46.94444444444444,0
7,3,0.45192307233810425,46.94444444444444,0
7,4,0.45192307233810425,49.166666666666664,0
7,5,0.5096153616905212,50.0,0
7,6,0.5192307829856873,50.55555555555556,0
7,7,0.6153846383094788,51.66666666666667,0
7,8,0.625,49.72222222222222,0
7,9,0.625,73.88888888888889,0
7,10,0.625,59.166666666666664,0
7,11,0.625,50.0,0
7,12,0.6538461446762085,50.0,0
7,13,0.6538461446762085,48.888888888888886,0
7,14,0.6634615659713745,49.72222222222222,0
7,15,0.6634615659713745,51.11111111111111,0
7,16,0.6730769276618958,53.61111111111111,0
7,17,0.6730769276618958,58.05555555555556,0
7,18,0.692307710647583,49.72222222222222,0
7,19,0.7115384340286255,50.0,0
7,20,0.7692307829856873,49.72222222222222,0
7,21,0.7788461446762085,73.88888888888889,0
7,22,0.7980769276618958,49.72222222222222,0
7,23,0.807692289352417,49.166666666666664,0
7,24,0.8942307829856873,100.0,0
8,0,0.4038461446762085,51.66666666666667,0
8,1,0.4038461446762085,65.27777777777779,0
8,2,0.4711538553237915,49.44444444444444,0
8,3,0.48076921701431274,73.88888888888889,0
8,4,0.48076921701431274,57.22222222222222,0
8,5,0.5,46.94444444444444,0
8,6,0.5,100.0,0
8,7,0.5096153616905212,65.27777777777779,0
8,8,0.5096153616905212,65.27777777777779,0
8,9,0.5192307829856873,49.72222222222222,0
8,10,0.5192307829856873,56.388888888888886,0
8,11,0.5192307829856873,49.72222222222222,0
8,12,0.5192307829856873,61.111111111111114,0
8,13,0.5192307829856873,50.0,0
8,14,0.567307710647583,71.11111111111111,0
8,15,0.5961538553237915,75.83333333333333,0
8,16,0.6730769276618958,53.61111111111111,0
8,17,0.692307710647583,49.72222222222222,0
8,18,0.7115384340286255,50.0,0
8,19,0.7211538553237915,75.83333333333333,0
8,20,0.7692307829856873,49.72222222222222,0
8,21,0.7788461446762085,73.88888888888889,0
8,22,0.7980769276618958,49.72222222222222,0
8,23,0.807692289352417,49.166666666666664,0
8,24,0.8942307829856873,100.0,0
9,0,0.42307692766189575,49.72222222222222,0
9,1,0.45192307233810425,49.72222222222222,0
9,2,0.4711538553237915,50.0,0
9,3,0.4711538553237915,75.83333333333333,0
9,4,0.48076921701431274,50.0,0
9,5,0.5,48.333333333333336,0
9,6,0.5096153616905212,49.72222222222222,0
9,7,0.5192307829856873,49.72222222222222,0
9,8,0.5192307829856873,47.77777777777778,0
9,9,0.5192307829856873,52.22222222222223,0
9,10,0.5288461446762085,49.72222222222222,0
9,11,0.557692289352417,65.27777777777779,0
9,12,0.567307710647583,56.94444444444444,0
9,13,0.5769230723381042,43.888888888888886,0
9,14,0.5961538553237915,50.55555555555556,0
9,15,0.5961538553237915,100.0,0
9,16,0.692307710647583,49.72222222222222,0
9,17,0.7115384340286255,50.0,0
9,18,0.7211538553237915,75.83333333333333,0
9,19,0.7692307829856873,49.72222222222222,0
9,20,0.7788461446762085,73.88888888888889,0
9,21,0.7884615659713745,49.166666666666664,0
9,22,0.7980769276618958,49.72222222222222,0
9,23,0.807692289352417,49.166666666666664,0
9,24,0.8942307829856873,100.0,0
10,0,0.06730769574642181,49.72222222222222,0
10,1,0.16346153616905212,75.83333333333333,0
10,2,0.24038460850715637,75.83333333333333,0
10,3,0.35576921701431274,50.0,0
10,4,0.4326923191547394,74.16666666666667,0
10,5,0.4711538553237915,59.44444444444444,0
10,6,0.48076921701431274,73.88888888888889,0
10,7,0.48076921701431274,56.111111111111114,0
10,8,0.49038460850715637,100.0,0
10,9,0.49038460850715637,55.00000000000001,0
10,10,0.49038460850715637,47.77777777777778,0
10,11,0.5192307829856873,52.77777777777778,0
10,12,0.567307710647583,100.0,0
10,13,0.6538461446762085,73.88888888888889,0
10,14,0.6538461446762085,57.77777777777777,0
10,15,0.7019230723381042,50.0,0
10,16,0.7115384340286255,50.0,0
10,17,0.7115384340286255,49.72222222222222,0
10,18,0.7211538553237915,75.83333333333333,0
10,19,0.7692307829856873,49.72222222222222,0
10,20,0.7788461446762085,73.88888888888889,0
10,21,0.7884615659713745,49.166666666666664,0
10,22,0.7980769276618958,49.72222222222222,0
10,23,0.807692289352417,49.166666666666664,0
10,24,0.8942307829856873,100.0,0
11,0,0.25,49.72222222222222,0
11,1,0.25961539149284363,100.0,0
11,2,0.26923078298568726,49.72222222222222,0
11,3,0.35576921701431274,50.0,0
11,4,0.45192307233810425,51.11111111111111,0
11,5,0.49038460850715637,50.0,0
11,6,0.49038460850715637,49.72222222222222,0
11,7,0.5192307829856873,49.72222222222222,0
11,8,0.5192307829856873,75.83333333333333,0
11,9,0.5192307829856873,47.22222222222222,0
11,10,0.5192307829856873,47.77777777777778,0
11,11,0.5192307829856873,100.0,0
11,12,0.5288461446762085,43.888888888888886,0
11,13,0.5384615659713745,49.72222222222222,0
11,14,0.5384615659713745,65.27777777777779,0
11,15,0.6346153616905212,58.333333333333336,0
11,16,0.7115384340286255,50.0,0
11,17,0.7211538553237915,75.83333333333333,0
11,18,0.7692307829856873,49.72222222222222,0
11,19,0.7788461446762085,73.88888888888889,0
11,20,0.7884615659713745,49.166666666666664,0
11,21,0.7980769276618958,49.72222222222222,0
11,22,0.807692289352417,49.166666666666664,0
11,23,0.817307710647583,48.888888888888886,0
11,24,0.8942307829856873,100.0,0
12,0,0.10576923191547394,100.0,0
12,1,0.2211538404226303,45.0,0
12,2,0.24038460850715637,51.94444444444445,0
12,3,0.3076923191547394,48.333333333333336,0
12,4,0.39423078298568726,49.166666666666664,0
12,5,0.45192307233810425,49.72222222222222,0
12,6,0.4615384638309479,65.27777777777779,0
12,7,0.48076921701431274,75.83333333333333,0
12,8,0.48076921701431274,48.333333333333336,0
12,9,0.49038460850715637,76.38888888888889,0
12,10,0.5,53.333333333333336,0
12,11,0.5096153616905212,50.0,0
12,12,0.5192307829856873,50.27777777777778,0
12,13,0.5192307829856873,48.333333333333336,0
12,14,0.5384615659713745,58.88888888888889,0
12,15,0.692307710647583,75.83333333333333,0
12,16,0.7211538553237915,75.83333333333333,0
12,17,0.7692307829856873,49.72222222222222,0
12,18,0.7788461446762085,73.88888888888889,0
12,19,0.7884615659713745,49.166666666666664,0
12,20,0.7980769276618958,49.72222222222222,0
12,21,0.807692289352417,49.166666666666664,0
12,22,0.817307710647583,48.888888888888886,0
12,23,0.8846153616905212,48.888888888888886,0
12,24,0.8942307829856873,100.0,0
13,0,0.2211538404226303,52.22222222222223,0
13,1,0.3173076808452606,73.61111111111111,0
13,2,0.32692307233810425,57.49999999999999,0
13,3,0.35576921701431274,47.77777777777778,0
13,4,0.375,48.61111111111111,0
13,5,0.4423076808452606,48.61111111111111,0
13,6,0.45192307233810425,49.72222222222222,0
13,7,0.4711538553237915,50.0,0
13,8,0.48076921701431274,49.166666666666664,0
13,9,0.48076921701431274,50.27777777777778,0
13,10,0.48076921701431274,48.333333333333336,0
13,11,0.5192307829856873,50.0,0
13,12,0.5480769276618958,49.72222222222222,0
13,13,0.5961538553237915,49.72222222222222,0
13,14,0.692307710647583,49.166666666666664,0
13,15,0.7019230723381042,100.0,0
13,16,0.7403846383094788,55.833333333333336,0
13,17,0.7692307829856873,49.72222222222222,0
13,18,0.7788461446762085,73.88888888888889,0
13,19,0.7884615659713745,49.166666666666664,0
13,20,0.7980769276618958,49.72222222222222,0
13,21,0.807692289352417,49.166666666666664,0
13,22,0.817307710647583,48.888888888888886,0
13,23,0.8846153616905212,48.888888888888886,0
13,24,0.8942307829856873,100.0,0
14,0,0.3173076808452606,53.888888888888886,0
14,1,0.3461538553237915,49.72222222222222,0
14,2,0.4038461446762085,100.0,0
14,3,0.42307692766189575,49.44444444444444,0
14,4,0.48076921701431274,72.5,0
14,5,0.48076921701431274,49.166666666666664,0
14,6,0.49038460850715637,65.27777777777779,0
14,7,0.5,50.0,0
14,8,0.5096153616905212,51.94444444444445,0
14,9,0.5192307829856873,49.72222222222222,0
14,10,0.5384615659713745,49.44444444444444,0
14,11,0.5769230723381042,47.22222222222222,0
14,12,0.5961538553237915,52.77777777777778,0
14,13,0.625,49.44444444444444,0
14,14,0.6730769276618958,73.88888888888889,0
14,15,0.7019230723381042,49.44444444444444,0
14,16,0.7211538553237915,49.72222222222222,0
14,17,0.7692307829856873,49.72222222222222,0
14,18,0.7788461446762085,73.88888888888889,0
14,19,0.7884615659713745,49.166666666666664,0
14,20,0.7980769276618958,49.72222222222222,0
14,21,0.807692289352417,49.166666666666664,0
14,22,0.817307710647583,48.888888888888886,0
14,23,0.8846153616905212,48.888888888888886,0
14,24,0.8942307829856873,100.0,0
15,0,0.26923078298568726,75.27777777777777,0
15,1,0.36538460850715637,58.88888888888889,0
15,2,0.375,56.111111111111114,0
15,3,0.4038461446762085,72.5,0
15,4,0.4038461446762085,43.333333333333336,0
15,5,0.42307692766189575,49.72222222222222,0
15,6,0.45192307233810425,50.0,0
15,7,0.4711538553237915,75.83333333333333,0
15,8,0.48076921701431274,48.333333333333336,0
15,9,0.48076921701431274,45.83333333333333,0
15,10,0.49038460850715637,50.0,0
15,11,0.5288461446762085,48.61111111111111,0
15,12,0.5480769276618958,49.166666666666664,0
15,13,0.567307710647583,49.72222222222222,0
15,14,0.5961538553237915,100.0,0
15,15,0.6153846383094788,49.72222222222222,0
15,16,0.6538461446762085,75.83333333333333,0
15,17,0.7692307829856873,49.72222222222222,0
15,18,0.7788461446762085,73.88888888888889,0
15,19,0.7884615659713745,49.166666666666664,0
15,20,0.7980769276618958,49.72222222222222,0
15,21,0.807692289352417,49.166666666666664,0
15,22,0.817307710647583,48.888888888888886,0
15,23,0.8846153616905212,48.888888888888886,0
15,24,0.8942307829856873,100.0,0
16,0,0.20192307233810425,75.27777777777777,0
16,1,0.25,49.72222222222222,0
16,2,0.2788461446762085,49.72222222222222,0
16,3,0.4134615361690521,46.94444444444444,0
16,4,0.4423076808452606,49.44444444444444,0
16,5,0.48076921701431274,48.333333333333336,0
16,6,0.48076921701431274,49.72222222222222,0
16,7,0.5,48.05555555555556,0
16,8,0.5,57.22222222222222,0
16,9,0.5384615659713745,100.0,0
16,10,0.5480769276618958,47.77777777777778,0
16,11,0.567307710647583,49.72222222222222,0
16,12,0.5769230723381042,49.166666666666664,0
16,13,0.5865384340286255,50.0,0
16,14,0.5961538553237915,47.22222222222222,0
16,15,0.6057692170143127,51.66666666666667,0
16,16,0.6442307829856873,49.72222222222222,0
16,17,0.7692307829856873,49.72222222222222,0
16,18,0.7788461446762085,73.88888888888889,0
16,19,0.7884615659713745,49.166666666666664,0
16,20,0.7980769276618958,49.72222222222222,0
16,21,0.807692289352417,49.166666666666664,0
16,22,0.817307710647583,48.888888888888886,0
16,23,0.8846153616905212,48.888888888888886,0
16,24,0.8942307829856873,100.0,0
17,0,0.2211538404226303,75.83333333333333,0
17,1,0.35576921701431274,73.33333333333333,0
17,2,0.4615384638309479,65.27777777777779,0
17,3,0.48076921701431274,48.333333333333336,0
17,4,0.48076921701431274,57.49999999999999,0
17,5,0.48076921701431274,51.11111111111111,0
17,6,0.48076921701431274,52.77777777777778,0
17,7,0.5,73.88888888888889,0
17,8,0.5,48.888888888888886,0
17,9,0.5,100.0,0
17,10,0.5192307829856873,50.27777777777778,0
17,11,0.5192307829856873,49.166666666666664,0
17,12,0.5192307829856873,50.0,0
17,13,0.5961538553237915,73.88888888888889,0
17,14,0.692307710647583,73.88888888888889,0
17,15,0.7307692170143127,48.61111111111111,0
17,16,0.7692307829856873,49.72222222222222,0
17,17,0.7788461446762085,73.88888888888889,0
17,18,0.7884615659713745,49.166666666666664,0
17,19,0.7980769276618958,49.72222222222222,0
17,20,0.807692289352417,49.166666666666664,0
17,21,0.817307710647583,48.888888888888886,0
17,22,0.8461538553237915,47.22222222222222,0
17,23,0.8846153616905212,48.888888888888886,0
17,24,0.8942307829856873,100.0,0
18,0,0.14423076808452606,51.388888888888886,0
18,1,0.1538461595773697,73.61111111111111,0
18,2,0.3173076808452606,50.55555555555556,0
18,3,0.4615384638309479,100.0,0
18,4,0.4711538553237915,73.33333333333333,0
18,5,0.48076921701431274,48.61111111111111,0
18,6,0.48076921701431274,48.333333333333336,0
18,7,0.48076921701431274,48.888888888888886,0
18,8,0.49038460850715637,72.5,0
18,9,0.49038460850715637,46.111111111111114,0
18,10,0.5192307829856873,50.27777777777778,0
18,11,0.5192307829856873,46.111111111111114,0
18,12,0.5192307829856873,50.0,0
18,13,0.5384615659713745,47.77777777777778,0
18,14,0.6057692170143127,49.72222222222222,0
18,15,0.6153846383094788,49.44444444444444,0
18,16,0.625,47.5,0
18,17,0.7788461446762085,73.88888888888889,0
18,18,0.7884615659713745,49.166666666666664,0
18,19,0.7980769276618958,49.72222222222222,0
18,20,0.807692289352417,49.166666666666664,0
18,21,0.817307710647583,48.888888888888886,0
18,22,0.8461538553237915,47.22222222222222,0
18,23,0.8846153616905212,48.888888888888886,0
18,24,0.8942307829856873,100.0,0
19,0,0.2884615361690521,47.77777777777778,0
19,1,0.3173076808452606,48.05555555555556,0
19,2,0.3461538553237915,50.0,0
19,3,0.42307692766189575,73.33333333333333,0
19,4,0.4615384638309479,48.61111111111111,0
19,5,0.48076921701431274,48.61111111111111,0
19,6,0.49038460850715637,100.0,0
19,7,0.5192307829856873,49.44444444444444,0
19,8,0.5192307829856873,45.83333333333333,0
19,9,0.5480769276618958,51.11111111111111,0
