model,dataset,batch_size,lr,weight_decay,num_layers,shall_data_reupload,uniform_range,epochs,seed_value,i_prune_iter,i_epoch,loss_train,acc_train,acc_valid,loss_valid,remaining_weights,acc_test,loss_test,test_step,sum_train_params
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,0,1.088579773902893,0.3661971688270569,0.3888888955116272,1.014305830001831,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,1,1.0732747316360474,0.44366195797920227,0.4444444477558136,1.1167651414871216,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,2,1.0359711647033691,0.6126760840415955,0.5555555820465088,0.9783263206481934,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,3,0.9851680397987366,0.6267605423927307,0.5555555820465088,1.076306700706482,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,4,0.9326156973838806,0.6901408433914185,0.7777777910232544,0.763909101486206,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,5,0.848525881767273,0.8239436745643616,0.7222222089767456,0.9420950412750244,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,6,0.7968387007713318,0.8098591566085815,0.8888888955116272,0.7842163443565369,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,7,0.7692134380340576,0.8450704216957092,0.8888888955116272,0.6675736308097839,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,8,0.7504190802574158,0.8661971688270569,0.8333333134651184,0.8543015718460083,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,9,0.7188123464584351,0.8802816867828369,1.0,0.6252197027206421,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,10,0.7274038791656494,0.8943662047386169,0.7222222089767456,0.7011653184890747,100.0,0.5,1.064729928970337,48,396
VQC,3wine,16,0.13281562714354497,0.00019032060606555422,10,False,0.035592653589793244,50,0,0,11,0.7517455220222473,0.8309859037399292,0.8888888955116272,0.6955724954605103,100.0,0.5,1.064729928970337,48,396
