model,dataset,batch_size,lr,weight_decay,num_layers,shall_data_reupload,uniform_range,epochs,seed_value,i_prune_iter,i_epoch,loss_train,acc_train,acc_valid,loss_valid,remaining_weights,acc_test,loss_test,test_step,sum_train_params
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,0,0.9755738973617554,0.625,0.6000000238418579,0.8598008155822754,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,1,0.7740518450737,0.7749999761581421,0.800000011920929,0.7313907146453857,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,2,0.693605363368988,0.8666666746139526,0.8666666746139526,0.7092387676239014,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,3,0.6506681442260742,0.925000011920929,0.8666666746139526,0.6498063802719116,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,4,0.6186956167221069,0.9416666626930237,0.9333333373069763,0.6319597363471985,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,5,0.6054552793502808,0.9583333134651184,0.9333333373069763,0.6173484921455383,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,6,0.5996288657188416,0.949999988079071,0.9333333373069763,0.6042161583900452,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,7,0.5968667268753052,0.949999988079071,0.9333333373069763,0.6491382122039795,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,8,0.5930162668228149,0.9583333134651184,0.9333333373069763,0.6065437197685242,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,9,0.5979547500610352,0.949999988079071,0.9333333373069763,0.6303389668464661,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,10,0.5936871767044067,0.9583333134651184,0.9333333373069763,0.6008732914924622,100.0,0.20000000298023224,1.156394124031067,2,1315
NN,3iris,6,0.004769194015507301,0.00022149501355195838,,,,50,0,0,11,0.5868674516677856,0.9666666388511658,0.9333333373069763,0.6056342124938965,100.0,0.20000000298023224,1.156394124031067,2,1315
