model,dataset,batch_size,lr,weight_decay,num_layers,shall_data_reupload,uniform_range,epochs,seed_value,i_prune_iter,i_epoch,loss_train,acc_train,acc_valid,loss_valid,remaining_weights,acc_test,loss_test,test_step,sum_train_params
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,0,0.6344423294067383,0.7124999761581421,1.0,0.5047065019607544,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,1,0.5157769918441772,0.987500011920929,1.0,0.42716842889785767,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,2,0.4431363046169281,0.987500011920929,1.0,0.38675984740257263,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,3,0.4035417139530182,1.0,1.0,0.3634701073169708,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,4,0.378252238035202,1.0,1.0,0.3462214171886444,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,5,0.35866838693618774,1.0,1.0,0.3299240171909332,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,6,0.3412347733974457,1.0,1.0,0.315490186214447,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,7,0.325927734375,1.0,1.0,0.30306276679039,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,8,0.3135092854499817,1.0,1.0,0.2926653325557709,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,9,0.3025721609592438,1.0,1.0,0.2834145724773407,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,10,0.2927844524383545,1.0,1.0,0.2757377326488495,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,11,0.28329551219940186,1.0,1.0,0.26877883076667786,100.0,0.30000001192092896,0.6962989568710327,4,122.0
BVQC,2iris,16,0.0061690543775444456,0.00011451748647630793,10,False,1.7834073464102067,50,0,0,12,0.2745465636253357,1.0,1.0,0.26179566979408264,100.0,0.30000001192092896,0.6962989568710327,4,122.0
