model,dataset,batch_size,lr,weight_decay,num_layers,shall_data_reupload,uniform_range,epochs,seed_value,i_prune_iter,i_epoch,loss_train,acc_train,acc_valid,loss_valid,remaining_weights,acc_test,loss_test,test_step,sum_train_params
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,0,0.8701362609863281,0.675000011920929,0.7333333492279053,0.7568233609199524,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,1,0.7054243683815002,0.8500000238418579,0.8666666746139526,0.6604946851730347,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,2,0.6364691257476807,0.9333333373069763,0.8666666746139526,0.6621987819671631,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,3,0.6051787734031677,0.9666666388511658,1.0,0.5758813619613647,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,4,0.5939316153526306,0.9583333134651184,0.9333333373069763,0.6043221950531006,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,5,0.596504271030426,0.9583333134651184,0.9333333373069763,0.5835806131362915,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,6,0.5871683955192566,0.9583333134651184,1.0,0.5605385303497314,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,7,0.5947949886322021,0.9416666626930237,1.0,0.5918656587600708,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,8,0.5910764336585999,0.9583333134651184,1.0,0.5631800293922424,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,9,0.5850030779838562,0.9666666388511658,0.9333333373069763,0.640080451965332,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,10,0.5946289300918579,0.949999988079071,1.0,0.5682284832000732,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,11,0.5856832265853882,0.9666666388511658,1.0,0.5568417310714722,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,12,0.5831771492958069,0.9666666388511658,1.0,0.5791242122650146,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,13,0.5919123291969299,0.9666666388511658,0.9333333373069763,0.6297868490219116,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,14,0.592208981513977,0.949999988079071,1.0,0.5668989419937134,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,15,0.5829942226409912,0.9666666388511658,1.0,0.5544202327728271,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,16,0.5873792767524719,0.9666666388511658,1.0,0.5708791017532349,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,17,0.5884346961975098,0.9666666388511658,1.0,0.5539262890815735,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,18,0.5813546776771545,0.9750000238418579,1.0,0.5568041801452637,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,19,0.5897990465164185,0.9583333134651184,0.8666666746139526,0.6061761379241943,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,20,0.5862451195716858,0.9666666388511658,1.0,0.5540766716003418,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,21,0.5856896638870239,0.9666666388511658,1.0,0.5546626448631287,100.0,0.20000000298023224,1.1607134342193604,49,195
SNN,3iris,11,0.041287606449925456,0.000114582943114774,,,,50,0,0,22,0.5927771329879761,0.9583333134651184,1.0,0.5819305181503296,100.0,0.20000000298023224,1.1607134342193604,49,195
